name,company,year_num,car_age,price,kms_driven_num,fuel_type,price_segment,kms_segment,has_price
BMW X1 xDrive20d xLine,BMW,2011,15,1150000,72000,Diesel,800k+,50k-100k,True
Hyundai i20 Asta 1.2,Hyundai,2010,16,300000,10750,Petrol,300k-500k,0-25k,True
Honda City 1.5 V AT,Honda,2009,17,269000,55000,Petrol,100k-300k,50k-100k,True
Tata Nano,Tata,2013,13,60000,6800,Petrol,0-100k,0-25k,True
Chevrolet Cruze LTZ AT,Chevrolet,2014,12,400000,41000,Diesel,300k-500k,25k-50k,True
Hyundai Verna Fluidic New,Hyundai,2015,11,430000,73000,Diesel,300k-500k,50k-100k,True
Hyun,Hyundai,,,,,Unknown,No price,Unknown,False
Maruti Suzuki Swift Dzire VDi,Maruti,2011,15,140000,65000,Diesel,100k-300k,50k-100k,True
Mahindra XUV500 W6,Mahindra,2014,12,8500003,45000,Diesel,800k+,25k-50k,True
Mahindra XUV500 W10,Mahindra,2018,8,1299000,40000,Diesel,800k+,25k-50k,True
Maruti Suzuki Alto K10 LXi CNG,Maruti,2014,12,199000,37000,Petrol,100k-300k,25k-50k,True
Hyundai Accent GLE,Hyundai,2006,20,90000,55000,Petrol,0-100k,50k-100k,True
Force Motors One SUV,Force,2013,13,550000,140000,Diesel,500k-800k,100k+,True
Datsun Go Plus T O,Datsun,2016,10,,5,Petrol,No price,0-25k,False
Maruti Suzuki Alto,Maruti,2019,7,265000,9800,Petrol,100k-300k,0-25k,True
Chevrolet Spark 1.0 LT,Chevrolet,2011,15,100000,27000,Petrol,100k-300k,25k-50k,True
Hyundai i10,Hyundai,2009,17,215000,27000,Petrol,100k-300k,25k-50k,True
Toyota Etios Liva GD,Toyota,2012,14,380000,20000,Diesel,300k-500k,0-25k,True
Renault Duster 85PS Diesel RxL Optional with Nav,Renault,2013,13,401919,57923,Diesel,300k-500k,50k-100k,True
Chevrolet Enjoy,Chevrolet,2014,12,490000,30201,Diesel,300k-500k,25k-50k,True
Maruti Suzuki Alto 800 Lxi,Maruti,2017,9,280000,6200,Petrol,100k-300k,0-25k,True
BMW 5 Series 530i,BMW,2009,17,650000,37518,Petrol,500k-800k,25k-50k,True
Toyota Etios Liva G,Toyota,2014,12,160000,24652,Petrol,100k-300k,0-25k,True
Mahindra Jeep MM 550 XDB,Mahindra,2004,22,424000,383,Diesel,300k-500k,0-25k,True
Chevrolet Beat LS Diesel,Chevrolet,2016,10,225000,95000,Diesel,100k-300k,50k-100k,True
Chevrolet Cruze LTZ,Chevrolet,2011,15,350000,35000,Diesel,300k-500k,25k-50k,True
Jeep Wrangler Unlimited 4x4 Diesel,Jeep,2015,11,950000,3528,Diesel,800k+,0-25k,True
Maruti Suzuki Ertiga VDi,Maruti,2013,13,485000,52500,Diesel,300k-500k,50k-100k,True
Hyundai Verna VGT CRDi SX ABS,Hyundai,2010,16,205000,47900,Diesel,100k-300k,25k-50k,True
Maruti Suzuki Omni,Maruti,2012,14,160000,14000,Petrol,100k-300k,0-25k,True
Maruti Suzuki Celerio VDi,Maruti,2018,8,310000,37000,Petrol,300k-500k,25k-50k,True
Tata Zest Quadrajet 1.3,Tata,2017,9,180000,90000,Diesel,100k-300k,50k-100k,True
Mahindra XUV500 W6,Mahindra,2013,13,549900,52800,Diesel,500k-800k,50k-100k,True
Tata Indigo CS eLX BS IV,Tata,2016,10,150000,104000,Diesel,100k-300k,100k+,True
Hyundai i10 Era,Hyundai,2011,15,175000,30000,Petrol,100k-300k,25k-50k,True
Tata Indigo eCS LX TDI BS III,Tata,2014,12,95000,195000,Diesel,0-100k,100k+,True
Tata Indigo LX TDI BS III,Tata,2016,10,230000,104000,Diesel,100k-300k,100k+,True
Tata Indigo eCS LX CR4 BS IV,Tata,2016,10,230000,104000,Diesel,100k-300k,100k+,True
Tata Indigo Marina LS,Tata,2004,22,180000,70000,Diesel,100k-300k,50k-100k,True
Hyundai Xcent SX 1.2,Hyundai,2015,11,400000,43000,Diesel,300k-500k,25k-50k,True
Hyundai Eon Magna Plus,Hyundai,2013,13,185000,23000,Petrol,100k-300k,0-25k,True
Renault Duster 85 PS RxL Diesel,Renault,2015,11,385000,51000,Diesel,300k-500k,50k-100k,True
Maruti Suzuki Alto K10 LXi CNG,Maruti,2009,17,90000,62000,Petrol,0-100k,50k-100k,True
Tata Nano LX Special Edition,Tata,2010,16,32000,48008,Petrol,0-100k,25k-50k,True
Renault Duster 110 PS RxZ Diesel,Renault,2013,13,435000,39000,Diesel,300k-500k,25k-50k,True
Maruti Suzuki Wagon R AX BSIV,Maruti,2010,16,225000,40000,Petrol,100k-300k,25k-50k,True
Maruti Suzuki Swift,Maruti,2006,20,189700,48247,Petrol,100k-300k,25k-50k,True
Maruti Suzuki Ertiga,Maruti,2012,14,389700,39000,Diesel,300k-500k,25k-50k,True
Maruti Suzuki Swift VXi 1.2 ABS BS IV,Maruti,2014,12,365000,23000,Petrol,300k-500k,0-25k,True
Maruti Suzuki Alto K10 New,Maruti,2017,9,360000,9400,Petrol,300k-500k,0-25k,True
Hyundai i20 Magna,Hyundai,2010,16,210000,50000,Petrol,100k-300k,50k-100k,True
Hyundai i10 Magna 1.2,Hyundai,2009,17,170000,75000,Petrol,100k-300k,50k-100k,True
Tata Zest XE 75 PS Diesel,Tata,2017,9,380000,70000,Diesel,300k-500k,50k-100k,True
Mahindra Xylo E8,Mahindra,2009,17,295000,64000,Diesel,100k-300k,50k-100k,True
Toyota Corolla Altis GL Petrol,Toyota,2010,16,185000,55000,Petrol,100k-300k,50k-100k,True
Tata Manza Aqua Quadrajet,Tata,2014,12,160000,200000,Diesel,100k-300k,100k+,True
Mahindra KUV100 K8 D 6 STR,Mahindra,2018,8,,7500,Diesel,No price,0-25k,False
Renault Kwid 1.0,Renault,2018,8,290000,2137,Petrol,100k-300k,0-25k,True
Tata Venture EX 8 STR,Tata,2013,13,100000,30000,Diesel,100k-300k,25k-50k,True
Maruti Suzuki Swift Dzire Tour LXi,Maruti,2014,12,315000,44000,Petrol,300k-500k,25k-50k,True
Maruti Suzuki Alto LX BSII,Maruti,2002,24,,56000,Petrol,No price,50k-100k,False
Skoda Octavia Classic 1.9 TDI MT,Skoda,2006,20,114990,65000,Diesel,100k-300k,50k-100k,True
Maruti Suzuki Omni LPG BS IV,Maruti,2012,14,120000,160000,LPG,100k-300k,100k+,True
Chevrolet Beat Diesel,Chevrolet,2011,15,125000,56000,Diesel,100k-300k,50k-100k,True
Tata Sumo Gold EX BS IV,Tata,2012,14,210000,75000,Diesel,100k-300k,50k-100k,True
Tata indigo 2017 top model..,Tata,,,170000,,Unknown,100k-300k,Unknown,True
Hyundai Verna 1.6 CRDI SX,Hyundai,2018,8,855000,42000,Diesel,800k+,25k-50k,True
Tata Sumo Gold EX BS IV,Tata,2012,14,210000,75000,Diesel,100k-300k,50k-100k,True
Mahindra Scorpio 2.6 CRDe,Mahindra,2007,19,260000,56000,Diesel,100k-300k,50k-100k,True
Maruti Suzuki Zen LXi BS III,Maruti,2002,24,95000,10544,Petrol,0-100k,0-25k,True
Maruti Suzuki Swift Dzire VXi 1.2 BS IV,Maruti,2011,15,255000,64000,Petrol,100k-300k,50k-100k,True
Mahindra Scorpio SLX 2.6 Turbo 8 Str,Mahindra,2008,18,300000,70000,Diesel,300k-500k,50k-100k,True
Hyundai Grand i10 Sportz 1.2 Kappa VTVT,Hyundai,2014,12,340000,25000,Petrol,300k-500k,25k-50k,True
Hyundai Elite i20 Sportz 1.2,Hyundai,2017,9,550000,15000,Petrol,500k-800k,0-25k,True
Ford Ikon 1.6 Nxt,Ford,2003,23,60000,50000,Petrol,0-100k,50k-100k,True
Hyundai Elite i20 Sportz 1.2,Hyundai,2015,11,,49500,Petrol,No price,25k-50k,False
Tata indigo,Tata,,,150000,,Unknown,100k-300k,Unknown,True
Toyota Innova 2.5 V 7 STR,Toyota,2011,15,750000,147000,Diesel,500k-800k,100k+,True
Nissan Sunny XL,Nissan,2011,15,230000,52000,Petrol,100k-300k,50k-100k,True
Chevrolet Beat LT Diesel,Chevrolet,2012,14,130000,90001,Diesel,100k-300k,50k-100k,True
Maruti Suzuki Alto 800 Lxi,Maruti,2017,9,270000,21000,Petrol,100k-300k,0-25k,True
Maruti Suzuki Swift VDi BS IV,Maruti,2012,14,280000,48006,Diesel,100k-300k,25k-50k,True
Maruti Suzuki Swift VDi BS IV,Maruti,2012,14,280000,48006,Diesel,100k-300k,25k-50k,True
Maruti Suzuki Swift,Maruti,2012,14,280000,48006,Diesel,100k-300k,25k-50k,True
Toyota Innova 2.0 G4,Toyota,2012,14,600000,80000,Diesel,500k-800k,50k-100k,True
Maruti Suzuki Swift VDi ABS,Maruti,2010,16,190000,74000,Diesel,100k-300k,50k-100k,True
Hyundai Elite i20 Asta 1.2,Hyundai,2015,11,500000,22000,Petrol,500k-800k,0-25k,True
Mahindra XUV500 W10,Mahindra,2016,10,1065000,41000,Diesel,800k+,25k-50k,True
Volkswagen Polo Trendline 1.5L D,Volkswagen,2015,11,350000,25000,Diesel,300k-500k,25k-50k,True
Toyota Etios Liva Diesel,Toyota,2012,14,350000,85000,Diesel,300k-500k,50k-100k,True
Mahindra TUV300 T4 Plus,Mahindra,2016,10,540000,29500,Diesel,500k-800k,25k-50k,True
Hyundai Elite i20 Asta 1.2,Hyundai,2015,11,470000,30000,Petrol,300k-500k,25k-50k,True
Hyundai Santro Xing GLS,Hyundai,2014,12,179000,57000,Petrol,100k-300k,50k-100k,True
Maruti Suzuki Zen LXi BS III,Maruti,2003,23,48000,60000,Petrol,0-100k,50k-100k,True
Maruti Suzuki Ciaz ZXi Plus RS,Maruti,2016,10,650000,50000,Petrol,500k-800k,50k-100k,True
Hyundai Eon Era Plus,Hyundai,2013,13,190000,39700,Petrol,100k-300k,25k-50k,True
Hyundai Elantra 1.8 S,Hyundai,2012,14,500000,65000,Petrol,500k-800k,50k-100k,True
Maruti Suzuki Swift VDi,Maruti,2010,16,270000,67000,Diesel,100k-300k,50k-100k,True
Maruti Suzuki Zen Estilo LXI Green CNG,Maruti,2008,18,125000,46000,Petrol,100k-300k,25k-50k,True
Hyundai Eon Era Plus,Hyundai,2012,14,188000,38000,Petrol,100k-300k,25k-50k,True
Hyundai Grand i10 Magna 1.2 Kappa VTVT,Hyundai,2016,10,380000,27000,Petrol,300k-500k,25k-50k,True
Hyundai Verna Fluidic New,Hyundai,2011,15,365000,43000,Diesel,300k-500k,25k-50k,True
Ford EcoSport Trend 1.5L Ti VCT,Ford,2014,12,465000,47000,Petrol,300k-500k,25k-50k,True
Hyundai i20 Magna,Hyundai,2011,15,240000,42000,Petrol,100k-300k,25k-50k,True
Chevrolet Beat Diesel,Chevrolet,2016,10,179999,19336,Diesel,100k-300k,0-25k,True
Tata Indica eV2 LS,Tata,2015,11,140000,60105,Diesel,100k-300k,50k-100k,True
Jaguar XF 2.2 Diesel Luxury,Jaguar,2013,13,2190000,29000,Diesel,800k+,25k-50k,True
Audi Q5 2.0 TDI quattro Premium Plus,Audi,2014,12,2390000,34000,Diesel,800k+,25k-50k,True
BMW 3 Series 320d Sedan,BMW,2011,15,1075000,35000,Diesel,800k+,25k-50k,True
Maruti Suzuki Swift ZXi 1.2 BS IV,Maruti,2015,11,475000,22000,Petrol,300k-500k,0-25k,True
BMW X1 sDrive20d,BMW,2012,14,1025000,41000,Diesel,800k+,25k-50k,True
Maruti Suzuki S Cross Sigma 1.3,Maruti,2016,10,615000,21000,Diesel,500k-800k,0-25k,True
Maruti Suzuki Ertiga LDi,Maruti,2013,13,475000,48000,Diesel,300k-500k,25k-50k,True
Maruti Suzuki Alto K10 VXi AMT,Maruti,2016,10,270000,38000,Petrol,100k-300k,25k-50k,True
Honda City SV,Honda,2014,12,475000,34000,Diesel,300k-500k,25k-50k,True
Volkswagen Vento Comfortline Petrol,Volkswagen,2011,15,240000,45933,Petrol,100k-300k,25k-50k,True
Honda City 1.5 EXi New,Honda,2005,21,120000,68000,Petrol,100k-300k,50k-100k,True
Audi A4 2.0 TDI 177bhp Premium,Audi,2016,10,1900000,44000,Diesel,800k+,25k-50k,True
Mahindra KUV100,Mahindra,2017,9,360000,35000,Diesel,300k-500k,25k-50k,True
Tata Zest XE 75 PS Diesel,Tata,2018,8,450000,102563,Diesel,300k-500k,100k+,True
Mahindra XUV500 W8,Mahindra,2015,11,900000,28600,Diesel,800k+,25k-50k,True
Maruti Suzuki Swift Dzire Tour VDi,Maruti,2017,9,650000,41800,Diesel,500k-800k,25k-50k,True
Tata Sumo Gold LX BS IV,Tata,2014,12,275000,116000,Diesel,100k-300k,100k+,True
Maruti Suzuki Swift Dzire VXi 1.2 BS IV,Maruti,2009,17,210000,59000,Petrol,100k-300k,50k-100k,True
Mahindra Scorpio 2.6 SLX,Mahindra,2004,22,175000,58000,Diesel,100k-300k,50k-100k,True
Maruti Suzuki Omni 8 STR BS III,Maruti,2009,17,85000,45000,Petrol,0-100k,25k-50k,True
Mitsubishi Pajero Sport Limited Edition,Mitsubishi,2015,11,1490000,42590,Diesel,800k+,25k-50k,True
Renault Duster,Renault,2014,12,800000,7400,Diesel,800k+,0-25k,True
Volkswagen Jetta Comfortline 1.9 TDI AT,Volkswagen,2009,17,450000,54500,Diesel,300k-500k,50k-100k,True
Maruti Suzuki Ertiga Vxi,Maruti,2012,14,1000000,200000,Diesel,800k+,100k+,True
Audi A4 2.0 TDI 177bhp Premium,Audi,2013,13,1510000,27000,Diesel,800k+,25k-50k,True
Volvo S80 Summum D4,Volvo,2015,11,1850000,42000,Diesel,800k+,25k-50k,True
Toyota Corolla Altis VL AT Petrol,Toyota,2014,12,790000,29000,Petrol,500k-800k,25k-50k,True
Mitsubishi Pajero Sport 2.5 AT,Mitsubishi,2015,11,1725000,37000,Diesel,800k+,25k-50k,True
Chevrolet Beat LT Petrol,Chevrolet,2012,14,135000,36000,Petrol,100k-300k,25k-50k,True
BMW X1,BMW,2011,15,1000000,34000,Diesel,800k+,25k-50k,True
Datsun Redi GO S,Datsun,2018,8,299999,7000,Petrol,100k-300k,0-25k,True
Mercedes Benz C Class C 220 CDI Avantgarde,Mercedes,2009,17,1225000,76000,Diesel,800k+,50k-100k,True
Mahindra Scorpio SLX,Mahindra,2004,22,175000,60000,Diesel,100k-300k,50k-100k,True
Volkswagen Vento Comfortline Diesel,Volkswagen,2011,15,200000,95000,Diesel,100k-300k,50k-100k,True
Tata Indigo CS GLS,Tata,2017,9,270000,50000,Diesel,100k-300k,50k-100k,True
Ford Figo Petrol Titanium,Ford,2019,7,525000,0,Petrol,500k-800k,0-25k,True
Honda City ZX GXi,Honda,2006,20,180000,50000,Petrol,100k-300k,50k-100k,True
Maruti Suzuki Wagon R Duo Lxi,Maruti,2008,18,140000,68000,Petrol,100k-300k,50k-100k,True
Ford EcoSport Trend 1.5L TDCi,Ford,2014,12,400000,16000,Petrol,300k-500k,0-25k,True
Maruti Suzuki Swift Dzire VDi,Maruti,2016,10,499000,51000,Diesel,300k-500k,50k-100k,True
Maruti Suzuki Omni 8 STR BS III,Maruti,2009,17,85000,56000,Petrol,0-100k,50k-100k,True
Maruti Suzuki Zen LX BSII,Maruti,2004,22,70000,100000,Petrol,0-100k,100k+,True
Renault Duster RxL Petrol,Renault,2015,11,550000,36000,Petrol,500k-800k,25k-50k,True
Maruti Suzuki Swift VXi 1.2 BS IV,Maruti,2014,12,370000,11523,Petrol,300k-500k,0-25k,True
Maruti Suzuki Baleno Zeta 1.2,Maruti,2018,8,690000,1000,Petrol,500k-800k,0-25k,True
Honda WR V S MT Petrol,Honda,2009,17,250000,60000,Petrol,100k-300k,50k-100k,True
Tata Indigo CS eLX BS IV,Tata,2016,10,110000,85000,Diesel,100k-300k,50k-100k,True
Renault Duster 110 PS RxL Diesel,Renault,2013,13,490000,38600,Diesel,300k-500k,25k-50k,True
Mahindra Scorpio LX BS III,Mahindra,2009,17,320000,95500,Diesel,300k-500k,50k-100k,True
Maruti Suzuki Zen LXi BS III,Maruti,2004,22,68000,56000,Petrol,0-100k,50k-100k,True
Maruti Suzuki Wagon R LXi BS III,Maruti,2014,12,130000,37458,Petrol,100k-300k,25k-50k,True
Maruti Suzuki SX4 Celebration Diesel,Maruti,2016,10,970000,85960,Diesel,800k+,50k-100k,True
Audi A3 Cabriolet 40 TFSI,Audi,2015,11,3100000,12516,Petrol,800k+,0-25k,True
Hyundai Eon D Lite Plus,Hyundai,2018,8,280000,35000,Petrol,100k-300k,25k-50k,True
Maruti Suzuki Zen Estilo LXI Green CNG,Maruti,2009,17,125000,0,Petrol,100k-300k,0-25k,True
Mahindra Scorpio SLX,Mahindra,2008,18,285000,80000,Diesel,100k-300k,50k-100k,True
Hyundai Santro AE GLS Audio,Hyundai,2011,15,165000,45000,Petrol,100k-300k,25k-50k,True
Maruti Suzuki Swift Dzire Tour VDi,Maruti,2009,17,250000,51000,Diesel,100k-300k,50k-100k,True
Mahindra Scorpio S4,Mahindra,2015,11,865000,30000,Diesel,800k+,25k-50k,True
Tata ZEST 6 month old,Tata,,,370000,,Unknown,300k-500k,Unknown,True
Mahindra Xylo D2 BS IV,Mahindra,2011,15,390000,48000,Diesel,300k-500k,25k-50k,True
Hyundai Santro,Hyundai,2003,23,60000,51000,Petrol,0-100k,50k-100k,True
Chevrolet Beat LT Diesel,Chevrolet,2015,11,215000,90000,Diesel,100k-300k,50k-100k,True
Maruti Suzuki Swift Dzire VDi,Maruti,2015,11,475000,43000,Diesel,300k-500k,25k-50k,True
Mahindra XUV500 W8,Mahindra,2015,11,899000,53000,Diesel,800k+,50k-100k,True
Toyota Fortuner 3.0 4x4 MT,Toyota,2013,13,1499000,97000,Diesel,800k+,50k-100k,True
Maruti Suzuki Alto K10 VXi,Maruti,2013,13,240000,20000,Petrol,100k-300k,0-25k,True
Hyundai Getz GLE,Hyundai,2007,19,99000,55000,Petrol,0-100k,50k-100k,True
Maruti Suzuki Swift Dzire Tour LDi,Maruti,2014,12,260000,120000,Diesel,100k-300k,100k+,True
Hyundai Creta 1.6 SX,Hyundai,2019,7,1200000,0,Petrol,800k+,0-25k,True
Hyundai Santro Xing XL AT eRLX Euro III,Hyundai,2007,19,115000,46000,Petrol,100k-300k,25k-50k,True
Hyundai Santro Xing XL eRLX Euro III,Hyundai,2009,17,88000,43200,Petrol,0-100k,25k-50k,True
Mahindra Xylo D2 BS IV,Mahindra,2011,15,390000,56000,Diesel,300k-500k,50k-100k,True
Hyundai Santro Xing XL eRLX Euro III,Hyundai,2007,19,135000,42000,Petrol,100k-300k,25k-50k,True
Tata Indica V2 DLS BS III,Tata,2009,17,90000,30600,Diesel,0-100k,25k-50k,True
Hyundai i10 Sportz 1.2,Hyundai,2011,15,220000,38000,Petrol,100k-300k,25k-50k,True
Hyundai Grand i10 Magna 1.2 Kappa VTVT,Hyundai,2017,9,424999,2550,Petrol,300k-500k,0-25k,True
Hyundai Santro Xing XL AT eRLX Euro III,Hyundai,2007,19,135000,47000,Petrol,100k-300k,25k-50k,True
Honda City 1.5 E MT,Honda,2005,21,95000,41000,Petrol,0-100k,25k-50k,True
Nissan Micra XL,Nissan,2017,9,430000,62500,Diesel,300k-500k,50k-100k,True
Honda City 1.5 S Inspire,Honda,2005,21,115000,68000,Petrol,100k-300k,50k-100k,True
Maruti Suzuki Alto 800 Lxi,Maruti,2015,11,215000,50000,Petrol,100k-300k,50k-100k,True
Maruti Suzuki Wagon R LX BS III,Maruti,2004,22,53000,69000,Petrol,0-100k,50k-100k,True
Maruti Suzuki Ertiga VDi,Maruti,2012,14,500000,48000,Diesel,500k-800k,25k-50k,True
Tata Indica eV2 eXeta eGLX,Tata,2012,14,85000,55000,Diesel,0-100k,50k-100k,True
Maruti Suzuki Omni E 8 STR BS IV,Maruti,2013,13,165000,25000,Petrol,100k-300k,25k-50k,True
Hyundai Eon Era Plus,Hyundai,2014,12,200000,28400,Petrol,100k-300k,25k-50k,True
Hyundai Eon,Hyundai,2014,12,200000,28000,Petrol,100k-300k,25k-50k,True
Maruti Suzuki Swift LDi,Maruti,2015,11,425000,42000,Diesel,300k-500k,25k-50k,True
Hyundai Verna 1.6 CRDI SX Plus AT,Hyundai,2012,14,600000,29000,Diesel,500k-800k,25k-50k,True
Chevrolet Tavera LS B3 10 Seats BSII,Chevrolet,2005,21,130000,68485,Diesel,100k-300k,50k-100k,True
Tata Tiago Revotron XM,Tata,2018,8,430000,3500,Petrol,300k-500k,0-25k,True
Tata Tiago Revotorq XZ,Tata,2019,7,568500,0,Petrol,500k-800k,0-25k,True
Tata Nexon,Tata,2019,7,,0,Petrol,No price,0-25k,False
Tata,Tata,,,,,Unknown,No price,Unknown,False
Maruti Suzuki Zen LXi BS III,Maruti,2006,20,71000,32000,Petrol,0-100k,25k-50k,True
Mahindra KUV100 K8 D 6 STR,Mahindra,2018,8,560000,8000,Diesel,500k-800k,0-25k,True
Ford EcoSport Titanium 1.5 TDCi,Ford,2014,12,590000,34000,Diesel,500k-800k,25k-50k,True
Hindustan Motors Ambassador Classic Mark 4 – Befo,Hindustan,1995,31,750000,37000,Petrol,500k-800k,25k-50k,True
Ford Fusion 1.4 TDCi Diesel,Ford,2007,19,125000,85455,Diesel,100k-300k,50k-100k,True
Hyundai Santro Xing XL AT eRLX Euro III,Hyundai,2007,19,135000,46000,Petrol,100k-300k,25k-50k,True
Hyundai Santro,Hyundai,2002,24,60000,47000,Petrol,0-100k,25k-50k,True
Fiat Linea Emotion 1.4 L T Jet Petrol,Fiat,2009,17,120000,64000,Petrol,100k-300k,50k-100k,True
Ford Ikon 1.3 Flair Josh 100,Ford,2008,18,95000,46000,Petrol,0-100k,25k-50k,True
Maruti Suzuki Omni E 8 STR BS IV,Maruti,2017,9,240000,8000,Petrol,100k-300k,0-25k,True
Tata Indica V2 LS,Tata,2012,14,115000,64000,Diesel,100k-300k,50k-100k,True
Mahindra Scorpio S4,Mahindra,2015,11,795000,63000,Diesel,500k-800k,50k-100k,True
Hyundai Santro Xing XL eRLX Euro III,Hyundai,2007,19,55000,65000,Petrol,0-100k,50k-100k,True
Mahindra Xylo D2,Mahindra,2009,17,300000,62000,Diesel,300k-500k,50k-100k,True
Hyundai Grand i10 Asta 1.2 Kappa VTVT,Hyundai,2014,12,320000,41000,Petrol,300k-500k,25k-50k,True
Maruti Suzuki Alto 800 Lxi,Maruti,2015,11,265000,14000,Petrol,100k-300k,0-25k,True
Toyota Corolla,Toyota,2006,20,160000,40000,Petrol,100k-300k,25k-50k,True
Hyundai Eon Magna,Hyundai,2017,9,300000,1600,Petrol,300k-500k,0-25k,True
Tata Sumo Grande MKII GX,Tata,2010,16,130000,90000,Diesel,100k-300k,50k-100k,True
Maruti Suzuki Swift VDi,Maruti,2011,15,250000,58000,Diesel,100k-300k,50k-100k,True
Volkswagen Polo Highline1.2L P,Volkswagen,2013,13,380000,27000,Petrol,300k-500k,25k-50k,True
Maruti Suzuki Alto 800 Lx,Maruti,2003,23,42000,60000,Petrol,0-100k,50k-100k,True
Tata Tiago Revotron XZ,Tata,2017,9,400000,31000,Petrol,300k-500k,25k-50k,True
Maruti Suzuki Swift LDi,Maruti,2009,17,120000,90000,Diesel,100k-300k,50k-100k,True
Maruti Suzuki Swift VDi,Maruti,2009,17,120000,90000,Diesel,100k-300k,50k-100k,True
Tata Indigo eCS,Tata,2016,10,130000,150000,Diesel,100k-300k,100k+,True
Chevrolet Beat LS Diesel,Chevrolet,2014,12,189000,31000,Diesel,100k-300k,25k-50k,True
Mahindra Xylo E8 BS IV,Mahindra,2011,15,365000,43000,Diesel,300k-500k,25k-50k,True
Hyundai Eon D Lite Plus,Hyundai,2013,13,170000,20000,Petrol,100k-300k,0-25k,True
Maruti Ertiga showroom condition with,Maruti,,,480000,,Unknown,300k-500k,Unknown,True
Maruti Suzuki swift dzire for sale in,Maruti,,,360000,,Unknown,300k-500k,Unknown,True
Tata Sumo Gold FX BSIII,Tata,2013,13,215000,100000,Petrol,100k-300k,100k+,True
Maruti Suzuki Swift Dzire good car fo,Maruti,,,310000,,Unknown,300k-500k,Unknown,True
Hyunda,Hyundai,,,,,Unknown,No price,Unknown,False
Maruti Suzuki Alto vxi t,Maruti,,,95000,,Unknown,0-100k,Unknown,True
Tata Nano,Tata,2013,13,60000,7000,Petrol,0-100k,0-25k,True
Hyundai Elite i20,Hyundai,2017,9,599999,31000,Petrol,500k-800k,25k-50k,True
Hyundai i10 Magna 1.2 Kappa2,Hyundai,2009,17,400000,33000,Petrol,300k-500k,25k-50k,True
Hyundai Creta,Hyundai,2016,10,900000,60000,Diesel,800k+,50k-100k,True
Volkswagen Polo,Volkswagen,2013,13,299999,48000,Diesel,100k-300k,25k-50k,True
Maruti Suzuki Dzire,Maruti,2014,12,374999,33000,Petrol,300k-500k,25k-50k,True
Tata Bolt XM Petrol,Tata,2015,11,600000,15000,Petrol,500k-800k,0-25k,True
Maruti Suzuki Alto 800 Lx,Maruti,2005,21,70000,47000,Petrol,0-100k,25k-50k,True
Maruti Suzuki Alto,Maruti,2005,21,100000,40000,Petrol,100k-300k,25k-50k,True
Hyundai Venue,Hyundai,2019,7,,7000,Diesel,No price,0-25k,False
Maruti Suzuki Ritz,Maruti,2010,16,150000,38000,Diesel,100k-300k,25k-50k,True
Maruti Suzuki Alto 800 Lxi,Maruti,2017,9,225000,12500,Petrol,100k-300k,0-25k,True
Maruti Suzuki Dzire,Maruti,2009,17,210000,42000,Petrol,100k-300k,25k-50k,True
Renault Lodgy,Renault,2016,10,,20000,Diesel,No price,0-25k,False
Hyundai i20 Asta,Hyundai,2014,12,425000,31000,Petrol,300k-500k,25k-50k,True
Maruti Suzuki Swift Select Variant,Maruti,2008,18,162000,60000,Diesel,100k-300k,50k-100k,True
Tata Indica V2 DLX BS III,Tata,2005,21,60000,80000,Diesel,0-100k,50k-100k,True
Mahindra Scorpio VLX 2.2 mHawk Airbag BSIV,Mahindra,2014,12,650000,77000,Diesel,500k-800k,50k-100k,True
Toyota Innova 2.5 E 8 STR,Toyota,2012,14,750000,75000,Diesel,500k-800k,50k-100k,True
Mahindra Xylo E8,Mahindra,2010,16,375000,40000,Diesel,300k-500k,25k-50k,True
Hyundai i20 Magna 1.2,Hyundai,2011,15,230000,47000,Petrol,100k-300k,25k-50k,True
Maruti Suzuki Omni,Maruti,2000,26,35999,60000,Petrol,0-100k,50k-100k,True
Mahindra KUV100,Mahindra,2016,10,380000,26500,Petrol,300k-500k,25k-50k,True
Mahindra KUV100 K8 6 STR,Mahindra,2019,7,560000,2875,Petrol,500k-800k,0-25k,True
Datsun Go Plus,Datsun,2016,10,285000,13900,Petrol,100k-300k,0-25k,True
Ford Endeavor 4x4 Thunder Plus,Ford,2019,7,2900000,9000,Diesel,800k+,0-25k,True
Tata Indica V2,Tata,2005,21,39999,80000,Diesel,0-100k,50k-100k,True
Hyundai Santro Xing GL,Hyundai,2006,20,85000,60000,Petrol,0-100k,50k-100k,True
Maruti Suzuki Wagon R 1.0 VXi,Maruti,2016,10,395000,20000,Petrol,300k-500k,0-25k,True
Maruti Suzuki Swift Select Variant,Maruti,2008,18,175000,58000,Diesel,100k-300k,50k-100k,True
Maruti Suzuki Alto 800 Lx,Maruti,2019,7,400000,1500,Petrol,300k-500k,0-25k,True
Toyota Innova 2.5 Z Diesel 7 Seater,Toyota,2011,15,750000,75000,Diesel,500k-800k,50k-100k,True
Maruti Suzuki Alto 800,Maruti,2016,10,250000,2450,Petrol,100k-300k,0-25k,True
Maruti Suzuki Alto AX,Maruti,2019,7,425000,1625,Petrol,300k-500k,0-25k,True
Maruti Suzuki Alto 800 Lx,Maruti,2019,7,,1500,Petrol,No price,0-25k,False
Volkswagen Polo Highline1.2L P,Volkswagen,2017,9,525000,45000,Petrol,500k-800k,25k-50k,True
